#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Magnaporthe oryzae virus 2	441999	PRJNA28297	28297	dsRNA viruses	Totiviridae	5.193	61.9	fungi	1	2	2	2008/01/08	2009/01/27	Complete Genome
Oliveros mammarenavirus	42764	PRJNA28319	28319	ssRNA viruses	Arenaviridae	10.719	39.9766	vertebrates, human	2	4	4	1996/03/24	2008/01/11	Complete Genome
Allpahuayo mammarenavirus	144752	PRJNA28323	28323	ssRNA viruses	Arenaviridae	10.396	40.5972	vertebrates, human	2	4	4	2001/01/02	2008/01/11	Complete Genome
Bear Canyon mammarenavirus	192848	PRJNA28325	28325	ssRNA viruses	Arenaviridae	10.441	39.003	vertebrates, human	2	4	4	2006/12/01	2008/12/08	Complete Genome
Cupixi mammarenavirus	208899	PRJNA28327	28327	ssRNA viruses	Arenaviridae	10.438	42.4088	vertebrates, human	2	4	4	2002/10/02	2008/01/11	Complete Genome
Merkel cell polyomavirus	493803	PRJNA28509	28509	dsDNA viruses, no RNA stage	Polyomaviridae	5.387	40.7	vertebrates, human	1	4	4	2008/01/21	2014/12/16	Complete Genome
Phaius virus X	457382	PRJNA28617	28617	ssRNA viruses	Alphaflexiviridae	5.816	50.9	plants	1	5	5	2008/01/26	2009/01/27	Complete Genome
Ligustrum necrotic ringspot virus	478550	PRJNA28681	28681	ssRNA viruses	Betaflexiviridae	8.412	46.5	plants	1	6	6	2008/02/01	2015/02/10	Complete Genome
Abaca bunchy top virus	438782	PRJNA28697	28697	ssDNA viruses	Nanoviridae	6.422	41.0385	plants	6	5	5	2008/02/04	2015/10/20	Complete Genome
Tomato leaf curl Ghana virus	501328	PRJNA28699	28699	ssDNA viruses	Geminiviridae	2.803	42.6	plants	1	6	6	2008/01/14	2010/08/26	Complete Genome
Human papillomavirus type 88	337054	PRJNA28737	28737	dsDNA viruses, no RNA stage	Papillomaviridae	7.326	40.1	vertebrates	1	7	7	2007/11/15	2010/03/26	Complete Genome
Raphanus sativus cryptic virus 2	351495	PRJNA28757	28757	dsRNA viruses	Partitiviridae	4.723	45.1753	plants	3	3	3	2005/10/24	2008/02/15	Complete Genome
Botryotinia fuckeliana partitivirus 1	425010	PRJNA28759	28759	dsRNA viruses	Partitiviridae	4.742	47.5583	plants	3	3	3	2007/03/21	2015/10/20	Complete Genome
Eragrostis streak virus	496807	PRJNA28825	28825	ssDNA viruses	Geminiviridae	2.746	51.3	plants	1	3	3	2008/02/15	2010/12/08	Complete Genome
Streptococcus phage 858	459845	PRJNA28829	28829	dsDNA viruses, no RNA stage	Siphoviridae	35.543	39.8	bacteria	1	46	46	2008/02/19	2008/02/22	Complete Genome
Azospirillum phage Cd	467481	PRJNA28841	28841	dsDNA viruses, no RNA stage	Siphoviridae	62.337	63.9	bacteria	1	95	95	2008/02/19	2009/01/09	Complete Genome
Lolium latent virus	365150	PRJNA28971	28971	ssRNA viruses	Alphaflexiviridae	7.674	52.1	plants	1	6	6	2008/03/09	2008/07/02	Complete Genome
Asparagus virus 3	445435	PRJNA15099	15099	ssRNA viruses	Alphaflexiviridae	6.985	52.7	plants	1	5	5	2002/02/06	2014/10/06	Complete Genome
Lactococcus phage asccphi28	503388	PRJNA28985	28985	dsDNA viruses, no RNA stage	Podoviridae	18.762	33.7	bacteria	1	28	28	2008/02/25	2009/04/17	Complete Genome
Tomato leaf curl Cebu virus	507474	PRJNA28987	28987	ssDNA viruses	Geminiviridae	2.723	40.9	plants	1	6	6	2008/03/11	2012/11/15	Complete Genome
Tomato leaf curl Mindanao virus	507476	PRJNA29011	29011	ssDNA viruses	Geminiviridae	2.761	41.5	plants	1	6	6	2008/03/11	2012/11/15	Complete Genome
Salmonella phage Vi II-E1	424716	PRJNA29079	29079	dsDNA viruses, no RNA stage	Siphoviridae	45.051	46.1	bacteria	1	52	51	2008/03/19	2008/10/24	Complete Genome
Enterobacteria phage Min27	489779	PRJNA29143	29143	dsDNA viruses, no RNA stage	Podoviridae	63.395	49.5	bacteria	1	86	83	2008/01/02	2010/04/02	Complete Genome
Hop mosaic virus	142843	PRJNA29191	29191	ssRNA viruses	Betaflexiviridae	8.55	48.5	plants	1	6	6	2008/03/30	2015/02/10	Complete Genome
Ludwigia leaf distortion betasatellite [India:Amadalavalasa:Hibiscus:2007]	570832	PRJNA29233	29233	Satellites	unclassified	1.362	42.2	plants	1	1	1	2008/04/05	2008/12/09	Complete Genome
Bean yellow disorder virus	267970	PRJNA29237	29237	ssRNA viruses	Closteroviridae	17.495	36.0323	plants	2	13	13	2008/04/01	2008/04/11	Complete Genome
Bat coronavirus 1B	393768	PRJNA29249	29249	ssRNA viruses	Coronaviridae	28.476	38.6	vertebrates	1	6	7	2008/03/09	2008/04/23	Complete Genome
Okra leaf curl alphasatellite	518829	PRJNA29397	29397	Satellites	unclassified	1.388	41.1	plants	1	1	1	2008/04/21	2010/12/21	Complete Genome
Beluga Whale coronavirus SW1	694015	PRJNA29509	29509	ssRNA viruses	Coronaviridae	31.686	39.2	vertebrates	1	14	14	2008/04/08	2009/12/24	Complete Genome
Cypovirus 5	205899	PRJNA29601	29601	dsRNA viruses	Reoviridae	24.818	36.4209	invertebrates	10	10	10	2005/07/05	2008/05/09	Complete Genome
Whitewater Arroyo mammarenavirus	46919	PRJNA29833	29833	ssRNA viruses	Arenaviridae	10.448	39.6917	vertebrates, human	2	4	4	2001/06/10	2008/12/09	Complete Genome
Chronic bee paralysis virus	180822	PRJNA29839	29839	ssRNA viruses	unclassified	5.979	50.8084	invertebrates	2	7	7	2007/12/19	2009/05/07	Complete Genome
Ceratocystis polonica partitivirus	235434	PRJNA29847	29847	dsRNA viruses	Partitiviridae	4.567	42.649	plants	2	2	2	2003/12/31	2008/12/09	Complete Genome
Clerodendron golden mosaic virus	390438	PRJNA29849	29849	ssDNA viruses	Geminiviridae	5.524	42.4495	plants	2	8	8	2007/05/01	2010/09/24	Complete Genome
Eupatorium vein clearing virus	515444	PRJNA29879	29879	Retro-transcribing viruses	Caulimoviridae	8.463	37.3	plants	1	6	6	2008/04/08	2008/05/23	Complete Genome
Verbena virus Y	515446	PRJNA29881	29881	ssRNA viruses	Potyviridae	9.742	41.3	plants	1	2	2	2008/04/08	2015/02/10	Complete Genome
Flexal mammarenavirus	45220	PRJNA29903	29903	ssRNA viruses	Arenaviridae	10.448	41.8562	vertebrates, human	2	4	4	2002/10/02	2008/08/14	Complete Genome
Latino mammarenavirus	45221	PRJNA29905	29905	ssRNA viruses	Arenaviridae	10.648	39.7313	vertebrates, human	2	4	4	2002/10/02	2008/08/14	Complete Genome
Ursus maritimus papillomavirus 1	461322	PRJNA29915	29915	dsDNA viruses, no RNA stage	Papillomaviridae	7.582	48.4	vertebrates	1	5	5	2008/04/25	2011/03/15	Complete Genome
Urochloa streak virus	520848	PRJNA30033	30033	ssDNA viruses	Geminiviridae	2.736	52.6	plants	1	3	3	2008/06/01	2010/01/28	Complete Genome
Oat dwarf virus	497863	PRJNA30037	30037	ssDNA viruses	Geminiviridae	2.74	47.7	plants	1	5	4	2007/06/19	2011/02/04	Complete Genome
Rose spring dwarf-associated virus	474454	PRJNA30051	30051	ssRNA viruses	Luteoviridae	5.808	48.5	plants	1	7	9	2008/06/02	2015/11/12	Complete Genome
Staphylococcus phage phiMR25	487152	PRJNA30061	30061	dsDNA viruses, no RNA stage	Siphoviridae	44.342	34.3	bacteria	1	70	70	2008/06/04	2010/04/07	Complete Genome
Salmonella phage phiSG-JL2	529929	PRJNA30063	30063	dsDNA viruses, no RNA stage	Podoviridae	38.815	50.9	bacteria	1	55	55	2008/06/03	2009/04/17	Complete Genome
African green monkey simian foamy virus	338079	PRJNA30095	30095	Retro-transcribing viruses	Retroviridae	13.111	37.8	vertebrates	1	4	5	1993/08/03	2015/02/10	Complete Genome
Pseudomonas phage 201phi2-1	198110	PRJNA30097	30097	dsDNA viruses, no RNA stage	Myoviridae	316.674	45.3	bacteria	1	462	461	2008/06/04	2013/04/03	Complete Genome
Pumpkin yellow mosaic Malaysia virus	420684	PRJNA30159	30159	ssDNA viruses	Geminiviridae	2.724	43.2	plants	1	6	6	2007/03/03	2011/07/21	Complete Genome
Streptococcus phage PH15	537874	PRJNA30161	30161	dsDNA viruses, no RNA stage	Siphoviridae	39.136	40.5	bacteria	1	60	60	2008/06/09	2008/10/15	Complete Genome
Tomato yellow vein streak virus	55216	PRJNA30171	30171	ssDNA viruses	Geminiviridae	5.13	39.4457	plants	2	7	7	2007/03/03	2015/10/20	Complete Genome
Xenopus laevis endogenous retrovirus Xen1	204873	PRJNA30173	30173	Retro-transcribing viruses	Retroviridae	10.207	47	vertebrates	1	5	2	2002/12/23	2011/02/04	Complete Genome
Allamanda leaf curl virus	452758	PRJNA30179	30179	ssDNA viruses	Geminiviridae	2.755	44.5	plants	1	6	6	2007/07/25	2010/01/28	Complete Genome
Tomato leaf curl Palampur virus	526476	PRJNA30181	30181	ssDNA viruses	Geminiviridae	5.481	41.7622	plants	2	9	9	2008/06/04	2015/02/10	Complete Genome
Tomato mild mosaic virus	536086	PRJNA30187	30187	ssDNA viruses	Geminiviridae	5.371	46.9092	plants	2	7	7	2008/06/09	2015/10/20	Complete Genome
Alternaria alternata virus 1	483537	PRJNA30367	30367	dsRNA viruses	unclassified	10.357	56.8189	fungi	4	4	4	2007/12/04	2012/07/05	Complete Genome
Mycobacterium phage DD5	540064	PRJNA30513	30513	dsDNA viruses, no RNA stage	Siphoviridae	51.621	63.4	bacteria	1	87	87	2008/06/23	2012/03/30	Complete Genome
Mycobacterium phage Lockley	540067	PRJNA30519	30519	dsDNA viruses, no RNA stage	Siphoviridae	51.478	63.4	bacteria	1	90	90	2008/06/23	2009/04/17	Complete Genome
Mycobacterium phage Pukovnik	540068	PRJNA30521	30521	dsDNA viruses, no RNA stage	Siphoviridae	52.892	63.3	bacteria	1	89	88	2008/06/23	2008/06/27	Complete Genome
Mycobacterium phage Predator	543153	PRJNA30611	30611	dsDNA viruses, no RNA stage	Siphoviridae	70.11	56.3	bacteria	1	92	92	2008/06/29	2008/07/13	Complete Genome
Escherichia phage rv5	399183	PRJNA30613	30613	dsDNA viruses, no RNA stage	Myoviridae	137.947	43.6	bacteria	1	239	233	2008/06/30	2013/03/29	Complete Genome
Capreolus capreolus papillomavirus 1	470214	PRJNA30665	30665	dsDNA viruses, no RNA stage	Papillomaviridae	8.032	47.3	vertebrates	1	8	8	2008/07/01	2011/01/03	Complete Genome
Sweet potato leaf curl Spain virus	652717	PRJNA30673	30673	ssDNA viruses	Geminiviridae	2.78	43.8	plants	1	6	6	2008/07/01	2010/12/08	Complete Genome
Mycobacterium phage Phaedrus	546184	PRJNA30697	30697	dsDNA viruses, no RNA stage	Siphoviridae	68.09	67.6	bacteria	1	98	98	2008/07/16	2008/07/23	Complete Genome
Mycobacterium phage Porky	546185	PRJNA30699	30699	dsDNA viruses, no RNA stage	Siphoviridae	76.312	62.8	bacteria	1	149	147	2008/07/16	2009/04/17	Complete Genome
Diascia yellow mottle virus	547467	PRJNA30795	30795	ssRNA viruses	Tymoviridae	6.29	57.2	invertebrates, plants	1	3	3	2008/07/22	2011/07/21	Complete Genome
Cycad leaf necrosis virus	549205	PRJNA30835	30835	Retro-transcribing viruses	Caulimoviridae	9.205	45.1	plants	1	3	3	2008/07/29	2011/07/21	Complete Genome
Cocksfoot mild mosaic virus	479060	PRJNA30849	30849	ssRNA viruses	Tombusviridae	4.198	53.3	plants	1	6	6	2008/08/01	2012/11/26	Complete Genome
Lactobacillus phage Lrm1	496874	PRJNA30879	30879	dsDNA viruses, no RNA stage	Siphoviridae	39.989	45.5	bacteria	1	54	54	2008/08/01	2008/08/06	Complete Genome
Pseudomonas phage LBL3	549445	PRJNA31053	31053	dsDNA viruses, no RNA stage	Myoviridae	64.427	55.5	bacteria	1	88	88	2008/08/22	2011/02/04	Complete Genome
Feldmannia species virus	39420	PRJNA31093	31093	dsDNA viruses, no RNA stage	Phycodnaviridae	154.641	51.8	algae	1	150	150	2008/08/26	2009/11/21	Complete Genome
Okra mottle virus	619599	PRJNA31095	31095	ssDNA viruses	Geminiviridae	5.313	45.451	plants	2	6	6	2008/08/26	2013/01/28	Complete Genome
Chrysanthemum chlorotic mottle viroid	68402	PRJNA14170	14170	Avsunviroidae	Pelamoviroid	0.399	55.4	plants	1	-	-	1997/11/30	2015/02/10	Complete Genome
Coconut cadang-cadang viroid	36453	PRJNA14629	14629	Pospiviroidae	Cocadviroid	0.246	59.3	plants	1	-	-	1985/02/22	2008/12/08	Complete Genome
Citrus exocortis viroid	12890	PRJNA14637	14637	Pospiviroidae	Pospiviroid	0.371	59.8	plants	1	-	-	1985/02/22	2008/12/08	Complete Genome
Coconut tinangaja viroid	12889	PRJNA14662	14662	Pospiviroidae	Cocadviroid	0.254	60.2	plants	1	-	-	1989/03/15	2008/07/10	Complete Genome
Tomato apical stunt viroid	12885	PRJNA14670	14670	Pospiviroidae	Pospiviroid	0.36	55.6	plants	1	-	-	1989/03/15	2008/12/08	Complete Genome
Hop stunt viroid	12893	PRJNA14720	14720	Pospiviroidae	Hostuviroid	0.302	55.6	plants	1	-	-	1988/10/26	2015/02/10	Complete Genome
Columnea latent viroid	12901	PRJNA14756	14756	Pospiviroidae	Pospiviroid	0.37	58.1	plants	1	-	-	1989/12/12	2015/02/10	Complete Genome
Citrus bark cracking viroid	12898	PRJNA14757	14757	Pospiviroidae	Cocadviroid	0.284	55.6	plants	1	-	-	1991/12/10	2015/02/10	Complete Genome
Grapevine yellow speckle viroid 2	46342	PRJNA14764	14764	Pospiviroidae	Apscaviroid	0.363	60.1	plants	1	-	-	1993/08/02	2008/12/08	Complete Genome
Iresine viroid 1	53193	PRJNA14765	14765	Pospiviroidae	Pospiviroid	0.37	61.6	plants	1	-	-	1997/01/08	2015/02/10	Complete Genome
Peach latent mosaic viroid	12894	PRJNA14772	14772	Avsunviroidae	Pelamoviroid	0.337	52.5	plants	1	-	-	1992/05/28	2015/02/10	Complete Genome
Mexican papita viroid	79450	PRJNA14773	14773	Pospiviroidae	Pospiviroid	0.36	58.9	plants	1	-	-	1998/07/23	2008/12/08	Complete Genome
Coleus blumei viroid 1	192025	PRJNA14782	14782	Pospiviroidae	Coleviroid	0.248	55.2	plants	1	-	-	1990/07/13	2015/02/10	Complete Genome
Coleus blumei viroid 2	192026	PRJNA14783	14783	Pospiviroidae	Coleviroid	0.301	60.1	plants	1	-	-	1997/01/08	2015/02/10	Complete Genome
Coleus blumei viroid 3	192027	PRJNA14784	14784	Pospiviroidae	Coleviroid	0.364	55.5	plants	1	-	-	1997/01/08	2015/02/10	Complete Genome
Coleus blumei viroid	12899	PRJNA14826	14826	Pospiviroidae	Coleviroid	0.295	52.9	plants	1	-	-	1997/01/08	2008/07/10	Complete Genome
Citrus viroid Ia	72705	PRJNA14903	14903	Pospiviroidae	Apscaviroid	0.326	59.2	plants	1	-	-	1998/07/01	2008/12/08	Complete Genome
Avocado sunblotch viroid	12896	PRJNA14908	14908	Avsunviroidae	Avsunviroid	0.247	38.1	plants	1	-	-	1985/02/22	2008/12/08	Complete Genome
Grapevine yellow speckle viroid 1	12904	PRJNA14963	14963	Pospiviroidae	Apscaviroid	0.366	60.1	plants	1	-	-	1998/07/16	2008/12/08	Complete Genome
Apple fruit crinkle viroid	190808	PRJNA14964	14964	unclassified viroids	Apple fruit crinkle viroid	0.371	57.1	plants	1	-	-	2001/02/07	2008/12/08	Complete Genome
Pear blister canker viroid	12783	PRJNA14965	14965	Pospiviroidae	Apscaviroid	0.315	60.6	plants	1	-	-	1997/08/21	2008/12/08	Complete Genome
Potato spindle tuber viroid	12892	PRJNA14966	14966	Pospiviroidae	Pospiviroid	0.359	58.2	plants	1	-	-	1982/06/09	2008/12/08	Complete Genome
Apple scar skin viroid	12895	PRJNA14967	14967	Pospiviroidae	Apscaviroid	0.329	60.5	plants	1	-	-	1990/07/20	2008/12/08	Complete Genome
Chrysanthemum stunt viroid	12897	PRJNA14968	14968	Pospiviroidae	Pospiviroid	0.356	52.8	plants	1	-	-	1982/11/03	2008/12/08	Complete Genome
Citrus bent leaf viroid	12906	PRJNA14969	14969	Pospiviroidae	Apscaviroid	0.315	60.3	plants	1	-	-	1995/03/15	2008/12/08	Complete Genome
Hop latent viroid	12907	PRJNA14970	14970	Pospiviroidae	Cocadviroid	0.256	57	plants	1	-	-	1988/06/13	2015/02/10	Complete Genome
Apple dimple fruit viroid	73494	PRJNA14971	14971	Pospiviroidae	Apscaviroid	0.306	58.5	plants	1	-	-	1997/01/08	2008/12/08	Complete Genome
Citrus viroid-I-LSS	84412	PRJNA14972	14972	Pospiviroidae	Apscaviroid	0.327	60.2	plants	1	-	-	2000/10/07	2008/12/08	Complete Genome
Tomato chlorotic dwarf viroid	100785	PRJNA14973	14973	Pospiviroidae	Pospiviroid	0.36	56.7	plants	1	-	-	1999/08/09	2010/03/25	Complete Genome
Citrus dwarfing viroid	551523	PRJNA14974	14974	Pospiviroidae	Apscaviroid	0.292	54.8	plants	1	-	-	2001/11/29	2015/02/10	Complete Genome
Australian grapevine viroid	190810	PRJNA14976	14976	Pospiviroidae	Apscaviroid	0.369	58	plants	1	-	-	1990/02/28	2008/12/08	Complete Genome
Eggplant latent viroid	219174	PRJNA14977	14977	Avsunviroidae	Elaviroid	0.335	54	plants	1	2	-	2003/04/13	2008/12/14	Complete Genome
Tomato planta macho viroid	12888	PRJNA15000	15000	Pospiviroidae	Pospiviroid	0.36	57.5	plants	1	-	-	1985/03/15	2008/07/10	Complete Genome
Persimmon viroid	481311	PRJNA28683	28683	unclassified viroids	Persimmon viroid	0.396	57.8	plants	1	-	-	2008/02/02	2009/01/27	Complete Genome
Autographa californica nucleopolyhedrovirus	46015	PRJNA14023	14023	dsDNA viruses, no RNA stage	Baculoviridae	133.894	40.7	invertebrates	1	156	156	1994/07/16	2016/03/28	Complete Genome
Rachiplusia ou MNPV	80366	PRJNA14229	14229	dsDNA viruses, no RNA stage	Baculoviridae	131.526	39.1	invertebrates	1	149	149	2002/10/02	2009/11/30	Complete Genome
Alphapapillomavirus 12	10570	PRJNA14025	14025	dsDNA viruses, no RNA stage	Papillomaviridae	8.028	48	vertebrates	1	8	8	1993/08/03	2011/01/07	Complete Genome
Enterobacteria phage 933W	10730	PRJNA14043	14043	dsDNA viruses, no RNA stage	Podoviridae	61.67	49.4	bacteria	1	84	80	1999/04/16	2009/04/17	Complete Genome
Enterobacteria phage VT2-Sakai	97081	PRJNA14480	14480	dsDNA viruses, no RNA stage	Podoviridae	60.942	49.9	bacteria	1	86	83	1999/09/15	2013/08/27	Complete Genome
Lactococcus phage Q54	382685	PRJNA17739	17739	dsDNA viruses, no RNA stage	Siphoviridae	26.537	37.1	bacteria	1	47	47	2006/08/22	2007/05/18	Complete Genome
Equus caballus papillomavirus 1	333920	PRJNA15487	15487	dsDNA viruses, no RNA stage	Papillomaviridae	7.61	53	vertebrates	1	7	7	2002/04/28	2013/08/14	Complete Genome
Epsilonpapillomavirus 1	40537	PRJNA14220	14220	dsDNA viruses, no RNA stage	Papillomaviridae	7.841	44.2	vertebrates	1	6	6	2002/09/16	2015/02/10	Complete Genome
Snow goose hepatitis B virus	89623	PRJNA14403	14403	Retro-transcribing viruses	Hepadnaviridae	3.024	42.8	vertebrates	1	5	5	1999/03/29	2008/12/08	Complete Genome
Ross's goose hepatitis B virus	259931	PRJNA14380	14380	Retro-transcribing viruses	Hepadnaviridae	3.018	43.7	vertebrates	1	3	3	1992/12/08	2008/12/08	Complete Genome
Human papillomavirus type 6b	10600	PRJNA15454	15454	dsDNA viruses, no RNA stage	Papillomaviridae	7.902	40.9	vertebrates	1	9	9	1985/02/20	2013/08/14	Complete Genome
Human herpesvirus 4 type 2	12509	PRJNA20959	20959	dsDNA viruses, no RNA stage	Herpesviridae	172.764	59.5	vertebrates, human	1	82	80	2006/05/07	2010/03/26	Complete Genome
Turnip crinkle virus virulent satellite RNA C	298975	PRJNA14506	14506	Satellites	unclassified	0.355	55.5	plants	1	-	-	1989/04/03	2011/02/05	Complete Genome
Turnip crinkle virus satellite RNA	196094	PRJNA14433	14433	Satellites	unclassified	0.23	53	plants	1	-	-	1989/04/03	2008/07/16	Complete Genome
Enterobacteria phage T7	10760	PRJNA14460	14460	dsDNA viruses, no RNA stage	Podoviridae	39.937	48.4	bacteria	1	60	60	1982/11/03	2015/02/10	Complete Genome
Lactobacillus phage phiAT3	279281	PRJNA14475	14475	dsDNA viruses, no RNA stage	Siphoviridae	39.166	44.6	bacteria	1	55	55	2004/05/30	2009/04/17	Complete Genome
Lactobacillus phage Lc-Nu	146269	PRJNA16114	16114	dsDNA viruses, no RNA stage	Siphoviridae	36.466	44.3	bacteria	1	51	51	2004/07/01	2009/12/01	Complete Genome
Bovine adenovirus 2	114429	PRJNA14497	14497	dsDNA viruses, no RNA stage	Adenoviridae	33.034	43.6	vertebrates	1	11	11	2000/08/15	2015/02/10	Complete Genome
Bovine adenovirus 3	10510	PRJNA14515	14515	dsDNA viruses, no RNA stage	Adenoviridae	34.446	54	vertebrates	1	29	28	1998/03/06	2008/07/10	Complete Genome
Canine adenovirus 2	10514	PRJNA15102	15102	dsDNA viruses, no RNA stage	Adenoviridae	31.323	50.3	vertebrates	1	-	31	2004/12/01	2008/12/08	Complete Genome
Canine mastadenovirus A	10537	PRJNA14516	14516	dsDNA viruses, no RNA stage	Adenoviridae	30.536	47	vertebrates	1	30	30	1996/09/05	2008/12/08	Complete Genome
Canine adenovirus 1	10512	PRJNA15101	15101	dsDNA viruses, no RNA stage	Adenoviridae	30.536	47	vertebrates	1	-	31	2004/12/01	2008/12/08	Complete Genome
Human mastadenovirus A	129875	PRJNA14517	14517	dsDNA viruses, no RNA stage	Adenoviridae	34.125	46.5	vertebrates, human	1	16	36	1993/07/06	2012/04/24	Complete Genome
Human adenovirus 1	10533	PRJNA15113	15113	dsDNA viruses, no RNA stage	Adenoviridae	36.001	55.3	vertebrates, human	1	-	36	2004/12/01	2008/12/08	Complete Genome
Human mastadenovirus C	129951	PRJNA14518	14518	dsDNA viruses, no RNA stage	Adenoviridae	35.937	55.2	vertebrates, human	1	18	38	1993/04/27	2011/03/10	Complete Genome
Human adenovirus 5	28285	PRJNA15107	15107	dsDNA viruses, no RNA stage	Adenoviridae	35.938	55.2	vertebrates, human	1	-	36	2004/12/01	2008/12/08	Complete Genome
Human adenovirus 2	10515	PRJNA15106	15106	dsDNA viruses, no RNA stage	Adenoviridae	35.937	55.2	vertebrates, human	1	-	36	2004/12/01	2008/12/08	Complete Genome
Murine mastadenovirus A	129956	PRJNA14519	14519	dsDNA viruses, no RNA stage	Adenoviridae	30.944	47.8	vertebrates	1	27	26	1991/11/18	2015/02/10	Complete Genome
Duck adenovirus A	130328	PRJNA14520	14520	dsDNA viruses, no RNA stage	Adenoviridae	33.213	43	vertebrates	1	30	29	1997/05/31	2008/07/10	Complete Genome
Porcine adenovirus 5	45370	PRJNA14521	14521	dsDNA viruses, no RNA stage	Adenoviridae	32.621	50.5	vertebrates	1	28	28	2001/03/26	2015/02/10	Complete Genome
Fowl aviadenovirus A	190061	PRJNA14522	14522	dsDNA viruses, no RNA stage	Adenoviridae	43.804	54.3	vertebrates	1	31	39	1996/05/16	2015/02/10	Complete Genome
Fowl aviadenovirus D	190064	PRJNA14523	14523	dsDNA viruses, no RNA stage	Adenoviridae	45.063	53.8	vertebrates	1	29	29	1999/08/19	2015/02/10	Complete Genome
Turkey adenovirus 3	41678	PRJNA14524	14524	dsDNA viruses, no RNA stage	Adenoviridae	26.263	34.9	vertebrates	1	24	24	1998/10/19	2008/12/08	Complete Genome
